strain	date	clade_membership	country	geoloc_9cat	region	sequenced_by_2cat	virus	accession	division	CLF_A_EXPOSURE	CONF_A_EXPOSURE
MT371019	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT371024	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT370923	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT461645	2020-04-04	20C	USA	WA	North America	External	ncov		Washington		
MA_MGH_00657	2020-04-03	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT439263	2020-03-20	20C	USA	North America	North America	External	ncov		Michigan		
MT412168	2020-03-19	20C	USA	North America	North America	External	ncov		Michigan		
MT412195	2020-03-24	20C	USA	North America	North America	External	ncov		Michigan		
MT439295	2020-03-26	20C	USA	North America	North America	External	ncov		Michigan		
MT439303	2020-03-26	20C	USA	North America	North America	External	ncov		Michigan		
MT439285	2020-03-24	20C	USA	North America	North America	External	ncov		Michigan		
MT412185	2020-03-21	20C	USA	North America	North America	External	ncov		Michigan		
MT439262	2020-03-23	20C	USA	North America	North America	External	ncov		Michigan		
MT370964	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT439300	2020-03-26	20C	USA	North America	North America	External	ncov		Michigan		
MT371028	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT451496	2020-03-29	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT371013	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT371009	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT371008	2020-03-22	20C	USA	NY	North America	External	ncov		New York		
MT371033	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT370962	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT370984	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT370924	2020-03-22	20C	USA	NY	North America	External	ncov		New York		
MT412180	2020-03-21	20C	USA	North America	North America	External	ncov		Michigan		
MT412187	2020-03-22	20C	USA	North America	North America	External	ncov		Michigan		
MT412179	2020-03-21	20C	USA	North America	North America	External	ncov		Michigan		
MT370958	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT345824	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT375458	2020-04-06	20C	USA	WA	North America	External	ncov		Washington		
MT375473	2020-04-08	20C	USA	WA	North America	External	ncov		Washington		
MT326054	2020-03-23	20C	USA	North America	North America	External	ncov				
MT326045	2020-03-23	20C	USA	North America	North America	External	ncov				
MT326046	2020-03-23	20C	USA	North America	North America	External	ncov				
MT345819	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT375434	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT326055	2020-03-21	20C	USA	North America	North America	External	ncov				
MT252781	2020-03-11	20C	USA	WA	North America	External	ncov		Washington		
MT326029	2020-03-24	20C	USA	North America	North America	External	ncov				
MT326060	2020-03-23	20C	USA	North America	North America	External	ncov				
MT334542	2020-03-11	20C	USA	North America	North America	External	ncov		Utah		
MT439254	2020-03-18	20C	USA	North America	North America	External	ncov		Michigan		
MA_MGH_00194	2020-03-26	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT345801	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT252768	2020-03-11	20C	USA	WA	North America	External	ncov		Washington		
MT444561	2020-03-12	20C	USA	North America	North America	External	ncov				
MT258382	2020-03-18	20C	USA	North America	North America	External	ncov		California		
MT370856	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT258383	2020-03-18	20C	USA	North America	North America	External	ncov		California		
MT370890	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT370963	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MA_MGH_00006	2020-03-11	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT439234	2020-03-11	20C	USA	North America	North America	External	ncov		Michigan		
MT439260	2020-03-21	20C	USA	North America	North America	External	ncov		Michigan		
MT451134	2020-03-21	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT412170	2020-03-19	20C	USA	North America	North America	External	ncov		Michigan		
MT375463	2020-04-07	20C	USA	WA	North America	External	ncov		Washington		
MT375461	2020-04-06	20C	USA	WA	North America	External	ncov		Washington		
MT370996	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MA_MGH_00701	2020-04-06	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT451108	2020-03-19	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370944	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT439287	2020-03-24	20C	USA	North America	North America	External	ncov		Michigan		
MT345798	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT371001	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT439311	2020-03-27	20C	USA	North America	North America	External	ncov		Michigan		
MT370912	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT439271	2020-03-22	20C	USA	North America	North America	External	ncov		Michigan		
MT371007	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT451175	2020-03-22	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370981	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT439299	2020-03-25	20C	USA	North America	North America	External	ncov		Michigan		
MT358719	2020-03-27	20C	USA	WA	North America	External	ncov		Washington		
MT451390	2020-03-25	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MA_MGH_00627	2020-03-28	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT371032	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT461656	2020-04-04	20C	USA	WA	North America	External	ncov		Washington		
MT451379	2020-03-25	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451611	2020-04-05	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT439310	2020-03-27	20C	USA	North America	North America	External	ncov		Michigan		
MT439315	2020-03-27	20C	USA	North America	North America	External	ncov		Michigan		
MT451419	2020-03-27	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451751	2020-04-07	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT358707	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT412211	2020-03-27	20C	USA	North America	North America	External	ncov		Michigan		
MT439304	2020-03-27	20C	USA	North America	North America	External	ncov		Michigan		
MT451604	2020-04-05	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT325627	2020-03-04	20C	USA	NY	North America	External	ncov		New York		
MT325605	2020-03-05	20C	USA	North America	North America	External	ncov		Rhode Island		
MT451143	2020-03-21	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT412181	2020-03-21	20C	USA	North America	North America	External	ncov		Michigan		
MT345821	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MA_MGH_00036	2020-03-25	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT380732	2020-03-22	20C	USA	North America	North America	External	ncov				
MT326169	2020-03-22	20C	USA	North America	North America	External	ncov				
MA_MGH_00565	2020-03-22	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT439268	2020-03-22	20C	USA	North America	North America	External	ncov		Michigan		
MA_MGH_00681	2020-03-22	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00588	2020-03-28	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00570	2020-03-22	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00094	2020-03-24	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT375475	2020-04-08	20C	USA	WA	North America	External	ncov		Washington		
MT451592	2020-04-04	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451432	2020-03-28	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT385420	2020-03-28	20C	USA	North America	North America	External	ncov		California		
MT412151	2020-03-17	20C	USA	North America	North America	External	ncov		Michigan		
MT374113	2020-03-17	20C	Taiwan	Asia	Asia	External	ncov				
MA_MGH_00650	2020-04-02	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT451318	2020-03-25	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451651	2020-03-27	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT259281	2020-03-15	20C	USA	WA	North America	External	ncov		Washington		
MT412176	2020-03-16	20C	USA	North America	North America	External	ncov		Michigan		
MT439258	2020-03-16	20C	USA	North America	North America	External	ncov		Michigan		
MT439247	2020-03-16	20C	USA	North America	North America	External	ncov		Michigan		
MT451052	2020-03-17	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370911	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT370891	2020-03-16	20C	USA	NY	North America	External	ncov		New York		
MT412153	2020-03-16	20C	USA	North America	North America	External	ncov		Michigan		
MT412149	2020-03-17	20C	USA	North America	North America	External	ncov		Michigan		
MT439312	2020-03-27	20C	USA	North America	North America	External	ncov		Michigan		
MA_MGH_00582	2020-03-27	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT444521	2020-03-17	20C	USA	North America	North America	External	ncov				
MT444522	2020-03-16	20C	USA	North America	North America	External	ncov				
MT412218	2020-03-30	20C	USA	North America	North America	External	ncov		Michigan		
MT429190	2020-04-06	20C	USA	North America	North America	External	ncov		Wisconsin		
MT451703	2020-04-02	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451507	2020-03-30	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370838	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT370843	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT370906	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT451791	2020-04-11	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370916	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT370858	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT451633	2020-03-30	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451059	2020-03-17	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451016	2020-03-19	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451370	2020-03-23	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451198	2020-03-23	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451117	2020-03-20	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451184	2020-03-23	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451675	2020-03-31	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451022	2020-03-18	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451190	2020-03-23	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451372	2020-03-23	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT325598	2020-03-08	20C	USA	North America	North America	External	ncov		Ohio		
MT344959	2020-03-08	20C	USA	North America	North America	External	ncov		Pennsylvania		
MT451310	2020-03-26	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT358676	2020-03-26	20C	USA	WA	North America	External	ncov		Washington		
MT412207	2020-03-26	20C	USA	North America	North America	External	ncov		Michigan		
MT451593	2020-04-04	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451761	2020-04-08	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT385417	2020-04-08	20C	USA	North America	North America	External	ncov		California		
MA_MGH_00691	2020-04-06	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT444615	2020-04-10	20C	USA	North America	North America	External	ncov				
MT419851	2020-03-13	20C	USA	North America	North America	External	ncov		California		
MT439245	2020-03-13	20C	USA	North America	North America	External	ncov		Michigan		
MA_MGH_00581	2020-03-28	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT451546	2020-03-30	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451672	2020-03-30	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451796	2020-03-31	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT358738	2020-03-28	20C	USA	WA	North America	External	ncov		Washington		
MT451764	2020-04-08	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT439319	2020-03-28	20C	USA	North America	North America	External	ncov		Michigan		
MT385455	2020-04-08	20C	USA	North America	North America	External	ncov		California		
MT371010	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT371020	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT358731	2020-03-29	20C	USA	WA	North America	External	ncov		Washington		
MT370946	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT370836	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MA_MGH_00206	2020-03-27	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT439280	2020-03-23	20C	USA	North America	North America	External	ncov		Michigan		
MT461641	2020-04-03	20C	USA	WA	North America	External	ncov		Washington		
MT451046	2020-03-16	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT412190	2020-03-23	20C	USA	North America	North America	External	ncov		Michigan		
MT439275	2020-03-24	20C	USA	North America	North America	External	ncov		Michigan		
MT412192	2020-03-22	20C	USA	North America	North America	External	ncov		Michigan		
MT439286	2020-03-24	20C	USA	North America	North America	External	ncov		Michigan		
MT439309	2020-03-28	20C	USA	North America	North America	External	ncov		Michigan		
MT375456	2020-03-27	20C	USA	WA	North America	External	ncov		Washington		
MT439314	2020-03-27	20C	USA	North America	North America	External	ncov		Michigan		
MA_MGH_00155	2020-03-26	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT439237	2020-03-12	20C	USA	North America	North America	External	ncov		Michigan		
MT252756	2020-03-11	20C	USA	WA	North America	External	ncov		Washington		
MT439232	2020-03-10	20C	USA	North America	North America	External	ncov		Michigan		
MT452574	2020-03-12	20C	USA	NY	North America	External	ncov		New York		
MT450965	2020-03-12	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT450963	2020-03-12	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT450964	2020-03-12	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451711	2020-04-03	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT412322	2020-04-01	20C	USA	North America	North America	External	ncov		Connecticut		
MT370935	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT371021	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT370976	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT370952	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT451237	2020-03-20	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT334556	2020-03-20	20C	USA	North America	North America	External	ncov		Utah		
MT370950	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT412188	2020-03-20	20C	USA	North America	North America	External	ncov		Michigan		
MT370934	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT371006	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT412171	2020-03-20	20C	USA	North America	North America	External	ncov		Michigan		
